athleteid,lastname,firstname,birthdate,gender,name,code,eventid,heat,lane,points,reactiontime,swimtime,split,cumswimtime,splitdistance,daytime,round,distance,relaycount,stroke,splitswimtime
242765,SHEMBEREV,MAKSYM,01/01/1993,M,Ukraine,UKR,37,3,2,800,0.86,262.65,6,201.38,300,1000,PRE,400,1,MEDLEY,36.77
242765,SHEMBEREV,MAKSYM,01/01/1993,M,Ukraine,UKR,37,3,2,800,0.86,262.65,7,232.42,350,1000,PRE,400,1,MEDLEY,31.04
242765,SHEMBEREV,MAKSYM,01/01/1993,M,Ukraine,UKR,37,3,2,800,0.86,262.65,8,262.65,400,1000,PRE,400,1,MEDLEY,30.23
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,9,5,2,889,0.6,60.43,1,29.57,50,1000,PRE,100,1,BACK,29.57
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,9,5,2,889,0.6,60.43,2,60.43,100,1000,PRE,100,1,BACK,30.86
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,209,2,2,913,0.58,59.9,1,29.18,50,1855,SEM,100,1,BACK,29.18
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,209,2,2,913,0.58,59.9,2,59.9,100,1855,SEM,100,1,BACK,30.72
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,109,1,7,901,0.6,60.16,1,29.67,50,1810,FIN,100,1,BACK,29.67
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,109,1,7,901,0.6,60.16,2,60.16,100,1810,FIN,100,1,BACK,30.49
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,30,3,3,899,0.62,129.31,1,31.07,50,1054,PRE,200,1,BACK,31.07
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,30,3,3,899,0.62,129.31,2,64.3,100,1054,PRE,200,1,BACK,33.23
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,30,3,3,899,0.62,129.31,3,96.88,150,1054,PRE,200,1,BACK,32.58
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,30,3,3,899,0.62,129.31,4,129.31,200,1054,PRE,200,1,BACK,32.43
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,230,2,6,911,0.6,128.74,1,31.59,50,1818,SEM,200,1,BACK,31.59
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,230,2,6,911,0.6,128.74,2,63.94,100,1818,SEM,200,1,BACK,32.35
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,230,2,6,911,0.6,128.74,3,96.75,150,1818,SEM,200,1,BACK,32.81
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,230,2,6,911,0.6,128.74,4,128.74,200,1818,SEM,200,1,BACK,31.99
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,130,1,2,911,0.59,128.72,1,30.81,50,1817,FIN,200,1,BACK,30.81
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,130,1,2,911,0.59,128.72,2,63.58,100,1817,FIN,200,1,BACK,32.77
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,130,1,2,911,0.59,128.72,3,96.16,150,1817,FIN,200,1,BACK,32.58
242782,ZEVINA,DARYNA,01/01/1994,F,Ukraine,UKR,130,1,2,911,0.59,128.72,4,128.72,200,1817,FIN,200,1,BACK,32.56
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,1,26.7,50,1016,PRE,400,1,FREE,26.7
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,2,55.87,100,1016,PRE,400,1,FREE,29.17
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,3,85.01,150,1016,PRE,400,1,FREE,29.14
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,4,114.98,200,1016,PRE,400,1,FREE,29.97
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,5,144.38,250,1016,PRE,400,1,FREE,29.4
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,6,174.57,300,1016,PRE,400,1,FREE,30.19
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,7,204.23,350,1016,PRE,400,1,FREE,29.66
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,2,5,1,832,0.77,233.92,8,233.92,400,1016,PRE,400,1,FREE,29.69
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,1,27.94,50,1054,PRE,800,1,FREE,27.94
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,2,58.03,100,1054,PRE,800,1,FREE,30.09
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,3,87.95,150,1054,PRE,800,1,FREE,29.92
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,4,117.84,200,1054,PRE,800,1,FREE,29.89
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,5,147.67,250,1054,PRE,800,1,FREE,29.83
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,6,177.7,300,1054,PRE,800,1,FREE,30.03
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,7,207.6,350,1054,PRE,800,1,FREE,29.9
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,8,237.87,400,1054,PRE,800,1,FREE,30.27
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,9,267.85,450,1054,PRE,800,1,FREE,29.98
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,10,298.13,500,1054,PRE,800,1,FREE,30.28
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,11,328.22,550,1054,PRE,800,1,FREE,30.09
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,12,358.54,600,1054,PRE,800,1,FREE,30.32
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,13,389.12,650,1054,PRE,800,1,FREE,30.58
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,14,419.77,700,1054,PRE,800,1,FREE,30.65
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,15,449.88,750,1054,PRE,800,1,FREE,30.11
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,17,2,3,842,0.78,478.7,16,478.7,800,1054,PRE,800,1,FREE,28.82
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,1,28.39,50,1049,PRE,1500,1,FREE,28.39
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,2,58.65,100,1049,PRE,1500,1,FREE,30.26
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,3,88.81,150,1049,PRE,1500,1,FREE,30.16
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,4,118.72,200,1049,PRE,1500,1,FREE,29.91
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,5,149.11,250,1049,PRE,1500,1,FREE,30.39
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,6,179.32,300,1049,PRE,1500,1,FREE,30.21
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,7,209.74,350,1049,PRE,1500,1,FREE,30.42
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,8,240.11,400,1049,PRE,1500,1,FREE,30.37
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,9,270.56,450,1049,PRE,1500,1,FREE,30.45
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,10,300.9,500,1049,PRE,1500,1,FREE,30.34
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,11,331.54,550,1049,PRE,1500,1,FREE,30.64
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,12,361.98,600,1049,PRE,1500,1,FREE,30.44
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,13,392.77,650,1049,PRE,1500,1,FREE,30.79
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,14,423.26,700,1049,PRE,1500,1,FREE,30.49
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,15,453.99,750,1049,PRE,1500,1,FREE,30.73
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,16,485.02,800,1049,PRE,1500,1,FREE,31.03
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,17,515.65,850,1049,PRE,1500,1,FREE,30.63
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,18,546.12,900,1049,PRE,1500,1,FREE,30.47
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,19,576.71,950,1049,PRE,1500,1,FREE,30.59
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,20,607.46,1000,1049,PRE,1500,1,FREE,30.75
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,21,638.14,1050,1049,PRE,1500,1,FREE,30.68
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,22,668.65,1100,1049,PRE,1500,1,FREE,30.51
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,23,699.87,1150,1049,PRE,1500,1,FREE,31.22
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,24,730.95,1200,1049,PRE,1500,1,FREE,31.08
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,25,762.52,1250,1049,PRE,1500,1,FREE,31.57
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,26,794.07,1300,1049,PRE,1500,1,FREE,31.55
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,27,825.43,1350,1049,PRE,1500,1,FREE,31.36
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,28,856.5,1400,1049,PRE,1500,1,FREE,31.07
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,29,887.9,1450,1049,PRE,1500,1,FREE,31.4
242783,FROLOV,SERGII,01/01/1992,M,Ukraine,UKR,36,3,6,866,0.78,917.47,30,917.47,1500,1049,PRE,1500,1,FREE,29.57
244806,GOVOROV,ANDRII,01/01/1992,M,Ukraine,UKR,4,9,2,904,0.68,23.19,1,23.19,50,1105,PRE,50,1,FLY,23.19
244806,GOVOROV,ANDRII,01/01/1992,M,Ukraine,UKR,204,1,5,931,0.69,22.97,1,22.97,50,1837,SEM,50,1,FLY,22.97
244806,GOVOROV,ANDRII,01/01/1992,M,Ukraine,UKR,104,1,2,901,0.67,23.22,1,23.22,50,1847,FIN,50,1,FLY,23.22
244806,GOVOROV,ANDRII,01/01/1992,M,Ukraine,UKR,27,9,7,886,0.68,21.8,1,21.8,50,1000,PRE,50,1,FREE,21.8
244806,GOVOROV,ANDRII,01/01/1992,M,Ukraine,UKR,227,2,5,867,0.71,21.96,1,21.96,50,1838,SEM,50,1,FREE,21.96
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,6,5,4,855,0.73,61.71,1,28.74,50,1147,PRE,100,1,BREAST,28.74
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,6,5,4,855,0.73,61.71,2,61.71,100,1147,PRE,100,1,BREAST,32.97
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,14,6,9,857,0.73,28.07,1,28.07,50,1000,PRE,50,1,BREAST,28.07
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,25,4,1,823,0.76,135.84,1,30.52,50,1054,PRE,200,1,BREAST,30.52
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,25,4,1,823,0.76,135.84,2,64.85,100,1054,PRE,200,1,BREAST,34.33
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,25,4,1,823,0.76,135.84,3,99.38,150,1054,PRE,200,1,BREAST,34.53
244809,BORYSIK,IGOR,01/01/1984,M,Ukraine,UKR,25,4,1,823,0.76,135.84,4,135.84,200,1054,PRE,200,1,BREAST,36.46
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,11,6,3,898,0.75,66.79,1,32.29,50,1030,PRE,100,1,BREAST,32.29
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,11,6,3,898,0.75,66.79,2,66.79,100,1030,PRE,100,1,BREAST,34.5
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,211,2,3,903,0.74,66.67,1,31.92,50,1829,SEM,100,1,BREAST,31.92
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,211,2,3,903,0.74,66.67,2,66.67,100,1829,SEM,100,1,BREAST,34.75
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,111,1,7,897,0.74,66.81,1,32.3,50,1948,FIN,100,1,BREAST,32.3
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,111,1,7,897,0.74,66.81,2,66.81,100,1948,FIN,100,1,BREAST,34.51
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,24,3,6,908,0.73,144.65,1,34.09,50,1037,PRE,200,1,BREAST,34.09
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,24,3,6,908,0.73,144.65,2,70.35,100,1037,PRE,200,1,BREAST,36.26
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,24,3,6,908,0.73,144.65,3,107.84,150,1037,PRE,200,1,BREAST,37.49
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,24,3,6,908,0.73,144.65,4,144.65,200,1037,PRE,200,1,BREAST,36.81
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,224,1,3,917,0.77,144.19,1,33.53,50,1820,SEM,200,1,BREAST,33.53
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,224,1,3,917,0.77,144.19,2,70.06,100,1820,SEM,200,1,BREAST,36.53
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,224,1,3,917,0.77,144.19,3,107.01,150,1820,SEM,200,1,BREAST,36.95
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,224,1,3,917,0.77,144.19,4,144.19,200,1820,SEM,200,1,BREAST,37.18
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,124,1,1,940,0.75,143.01,1,33.4,50,1855,FIN,200,1,BREAST,33.4
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,124,1,1,940,0.75,143.01,2,70.4,100,1855,FIN,200,1,BREAST,37
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,124,1,1,940,0.75,143.01,3,106.74,150,1855,FIN,200,1,BREAST,36.34
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,124,1,1,940,0.75,143.01,4,143.01,200,1855,FIN,200,1,BREAST,36.27
244816,SOLNCEVA,VIKTORIYA,01/01/1998,F,Ukraine,UKR,35,8,1,836,0.75,31.63,1,31.63,50,1032,PRE,50,1,BREAST,31.63
244817,LIVER,MARIIA,01/01/1990,F,Ukraine,UKR,11,6,0,782,0.71,69.95,1,32.51,50,1030,PRE,100,1,BREAST,32.51
244817,LIVER,MARIIA,01/01/1990,F,Ukraine,UKR,11,6,0,782,0.71,69.95,2,69.95,100,1030,PRE,100,1,BREAST,37.44
244817,LIVER,MARIIA,01/01/1990,F,Ukraine,UKR,35,8,6,916,0.71,30.68,1,30.68,50,1032,PRE,50,1,BREAST,30.68
244817,LIVER,MARIIA,01/01/1990,F,Ukraine,UKR,235,1,3,893,0.69,30.94,1,30.94,50,1826,SEM,50,1,BREAST,30.94
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,3,3,8,788,0.77,136.52,1,30.53,50,1045,PRE,200,1,MEDLEY,30.53
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,3,3,8,788,0.77,136.52,2,65.1,100,1045,PRE,200,1,MEDLEY,34.57
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,3,3,8,788,0.77,136.52,3,105.47,150,1045,PRE,200,1,MEDLEY,40.37
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,3,3,8,788,0.77,136.52,4,136.52,200,1045,PRE,200,1,MEDLEY,31.05
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,24,2,2,752,0.76,154.06,1,35.2,50,1037,PRE,200,1,BREAST,35.2
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,24,2,2,752,0.76,154.06,2,73.68,100,1037,PRE,200,1,BREAST,38.48
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,24,2,2,752,0.76,154.06,3,113.66,150,1037,PRE,200,1,BREAST,39.98
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,24,2,2,752,0.76,154.06,4,154.06,200,1037,PRE,200,1,BREAST,40.4
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,1,31.53,50,1024,PRE,400,1,MEDLEY,31.53
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,2,66.51,100,1024,PRE,400,1,MEDLEY,34.98
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,3,104.47,150,1024,PRE,400,1,MEDLEY,37.96
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,4,142.55,200,1024,PRE,400,1,MEDLEY,38.08
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,5,184.91,250,1024,PRE,400,1,MEDLEY,42.36
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,6,226.22,300,1024,PRE,400,1,MEDLEY,41.31
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,7,260.18,350,1024,PRE,400,1,MEDLEY,33.96
244819,DZERKAL,GANNA,01/01/1987,F,Ukraine,UKR,38,2,1,766,0.77,293.34,8,293.34,400,1024,PRE,400,1,MEDLEY,33.16
247462,MELCONIAN,GABRIEL,01/01/1987,M,URUGUAY,URU,4,5,3,715,0.7,25.08,1,25.08,50,1105,PRE,50,1,FLY,25.08
247462,MELCONIAN,GABRIEL,01/01/1987,M,URUGUAY,URU,27,8,6,743,0.67,23.11,1,23.11,50,1000,PRE,50,1,FREE,23.11
247464,MELCONIAN,MARTIN,01/01/1990,M,URUGUAY,URU,6,4,4,702,0.62,65.9,1,29.8,50,1147,PRE,100,1,BREAST,29.8
247464,MELCONIAN,MARTIN,01/01/1990,M,URUGUAY,URU,6,4,4,702,0.62,65.9,2,65.9,100,1147,PRE,100,1,BREAST,36.1
247464,MELCONIAN,MARTIN,01/01/1990,M,URUGUAY,URU,14,6,3,845,0.61,28.21,1,28.21,50,1000,PRE,50,1,BREAST,28.21
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,9,2,7,661,0.64,66.7,1,32.25,50,1000,PRE,100,1,BACK,32.25
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,9,2,7,661,0.64,66.7,2,66.7,100,1000,PRE,100,1,BACK,34.45
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,30,1,6,649,0.64,144.15,1,32.55,50,1054,PRE,200,1,BACK,32.55
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,30,1,6,649,0.64,144.15,2,68.25,100,1054,PRE,200,1,BACK,35.7
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,30,1,6,649,0.64,144.15,3,106.38,150,1054,PRE,200,1,BACK,38.13
247466,REMERSARO,INES,01/01/1992,F,URUGUAY,URU,30,1,6,649,0.64,144.15,4,144.15,200,1054,PRE,200,1,BACK,37.77
247467,MARTINEZ,ENZO,01/01/1994,M,URUGUAY,URU,19,4,3,743,0.72,51.77,1,24.81,50,1013,PRE,100,1,FREE,24.81
247467,MARTINEZ,ENZO,01/01/1994,M,URUGUAY,URU,19,4,3,743,0.72,51.77,2,51.77,100,1013,PRE,100,1,FREE,26.96
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,20,3,5,899,0.8,127.83,1,29.33,50,1038,PRE,200,1,FLY,29.33
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,20,3,5,899,0.8,127.83,2,61.32,100,1038,PRE,200,1,FLY,31.99
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,20,3,5,899,0.8,127.83,3,94.89,150,1038,PRE,200,1,FLY,33.57
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,20,3,5,899,0.8,127.83,4,127.83,200,1038,PRE,200,1,FLY,32.94
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,220,1,3,923,0.77,126.75,1,29.14,50,1855,SEM,200,1,FLY,29.14
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,220,1,3,923,0.77,126.75,2,61.47,100,1855,SEM,200,1,FLY,32.33
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,220,1,3,923,0.77,126.75,3,93.94,150,1855,SEM,200,1,FLY,32.47
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,220,1,3,923,0.77,126.75,4,126.75,200,1855,SEM,200,1,FLY,32.81
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,120,1,5,901,0.8,127.73,1,29.81,50,1846,FIN,200,1,FLY,29.81
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,120,1,5,901,0.8,127.73,2,62.11,100,1846,FIN,200,1,FLY,32.3
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,120,1,5,901,0.8,127.73,3,94.74,150,1846,FIN,200,1,FLY,32.63
244959,ADAMS,CAMMILE,01/01/1991,F,UNITED STATES OF AMERICA,USA,120,1,5,901,0.8,127.73,4,127.73,200,1846,FIN,200,1,FLY,32.99
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,19,9,4,881,0.66,48.93,1,23.13,50,1013,PRE,100,1,FREE,23.13
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,19,9,4,881,0.66,48.93,2,48.93,100,1013,PRE,100,1,FREE,25.8
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,219,1,7,936,0.66,47.95,1,22.77,50,1802,SEM,100,1,FREE,22.77
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,219,1,7,936,0.66,47.95,2,47.95,100,1802,SEM,100,1,FREE,25.18
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,119,1,4,942,0.64,47.84,1,22.38,50,1833,FIN,100,1,FREE,22.38
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,119,1,4,942,0.64,47.84,2,47.84,100,1833,FIN,100,1,FREE,25.46
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,27,10,4,876,0.66,21.88,1,21.88,50,1000,PRE,50,1,FREE,21.88
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,227,1,3,911,0.65,21.6,1,21.6,50,1838,SEM,50,1,FREE,21.6
244960,ADRIAN,NATHAN,01/01/1988,M,UNITED STATES OF AMERICA,USA,127,1,3,911,0.66,21.6,1,21.6,50,1809,FIN,50,1,FREE,21.6
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,3,3,6,889,0.71,131.16,1,28.98,50,1045,PRE,200,1,MEDLEY,28.98
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,3,3,6,889,0.71,131.16,2,61.25,100,1045,PRE,200,1,MEDLEY,32.27
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,3,3,6,889,0.71,131.16,3,100.21,150,1045,PRE,200,1,MEDLEY,38.96
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,3,3,6,889,0.71,131.16,4,131.16,200,1045,PRE,200,1,MEDLEY,30.95
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,203,1,5,879,0.7,131.69,1,28.88,50,1824,SEM,200,1,MEDLEY,28.88
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,203,1,5,879,0.7,131.69,2,61.74,100,1824,SEM,200,1,MEDLEY,32.86
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,203,1,5,879,0.7,131.69,3,100.59,150,1824,SEM,200,1,MEDLEY,38.85
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,203,1,5,879,0.7,131.69,4,131.69,200,1824,SEM,200,1,MEDLEY,31.1
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,38,3,4,928,0.76,275.17,1,29.42,50,1024,PRE,400,1,MEDLEY,29.42
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,38,3,4,928,0.76,275.17,2,62.8,100,1024,PRE,400,1,MEDLEY,33.38
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,38,3,4,928,0.76,275.17,3,97.31,150,1024,PRE,400,1,MEDLEY,34.51
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,38,3,4,928,0.76,275.17,4,131.43,200,1024,PRE,400,1,MEDLEY,34.12
244964,BEISEL,ELIZABETH,01/01/1992,F,UNITED STATES OF AMERICA,USA,38,3,4,928,0.76,275.17,5,170.55,250,1024,PRE,400,1,MEDLEY,39.12
